"","X","Var1","Var2","id_1","id_2","name_1","name_2","Species_1","Species_2","dyad_id","overlap","year","Month","YearMon","season","label","monthly_spi","threemonth_spi","sixmonth_spi","prevyear_spi","twoyearlag_spi","prcp_monthly","prcp_threemonth","prcp_sixmonth","prcp_twoyear","prcp_annual","dyad_species","Month_categorical","Year_categorical","average_rainfall","overlap_binary","threeseason","fourseason","Month_factor"
"418",443,"Chloe2","Xerxes1","Chloe","Xerxes","Lion 3","Dog 28","Lion","Dog","Chloe-Xerxes",0,2015,4,"2015-04","Wet","2015 Wet 5",1.18,0.1,-0.33,-0.41,-0.58,47.2,170.7,395.7,1104.15,395.7,"Dog-Lion","Apr",2015,30.75,0,"Cold Dry","Cold Wet",4
"419",444,"Chloe2","Tangiers","Chloe","Tangiers","Lion 3","Dog 26","Lion","Dog","Chloe-Tangiers",0,2015,4,"2015-04","Wet","2015 Wet 5",1.18,0.1,-0.33,-0.41,-0.58,47.2,170.7,395.7,1104.15,395.7,"Dog-Lion","Apr",2015,30.75,0,"Cold Dry","Cold Wet",4
"420",445,"Envy2","Tangiers","Envy","Tangiers","Lion 5","Dog 26","Lion","Dog","Envy-Tangiers",0,2015,4,"2015-04","Wet","2015 Wet 5",1.18,0.1,-0.33,-0.41,-0.58,47.2,170.7,395.7,1104.15,395.7,"Dog-Lion","Apr",2015,30.75,0,"Cold Dry","Cold Wet",4
"421",446,"Envy2","Xerxes1","Envy","Xerxes","Lion 5","Dog 28","Lion","Dog","Envy-Xerxes",0,2015,4,"2015-04","Wet","2015 Wet 5",1.18,0.1,-0.33,-0.41,-0.58,47.2,170.7,395.7,1104.15,395.7,"Dog-Lion","Apr",2015,30.75,0,"Cold Dry","Cold Wet",4
"422",447,"SaF03_3","Xerxes1","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.026047277493182,2015,4,"2015-04","Wet","2015 Wet 5",1.18,0.1,-0.33,-0.41,-0.58,47.2,170.7,395.7,1104.15,395.7,"Dog-Lion","Apr",2015,30.75,1,"Cold Dry","Cold Wet",4
"423",448,"SaF03_3","Tangiers","SaF03","Tangiers","Lion 10","Dog 26","Lion","Dog","SaF03-Tangiers",0,2015,4,"2015-04","Wet","2015 Wet 5",1.18,0.1,-0.33,-0.41,-0.58,47.2,170.7,395.7,1104.15,395.7,"Dog-Lion","Apr",2015,30.75,0,"Cold Dry","Cold Wet",4
"424",449,"SaF08_3","Xerxes1","SaF08","Xerxes","Lion 13","Dog 28","Lion","Dog","SaF08-Xerxes",0,2015,4,"2015-04","Wet","2015 Wet 5",1.18,0.1,-0.33,-0.41,-0.58,47.2,170.7,395.7,1104.15,395.7,"Dog-Lion","Apr",2015,30.75,0,"Cold Dry","Cold Wet",4
"425",450,"SaF08_3","Tangiers","SaF08","Tangiers","Lion 13","Dog 26","Lion","Dog","SaF08-Tangiers",0,2015,4,"2015-04","Wet","2015 Wet 5",1.18,0.1,-0.33,-0.41,-0.58,47.2,170.7,395.7,1104.15,395.7,"Dog-Lion","Apr",2015,30.75,0,"Cold Dry","Cold Wet",4
"426",451,"Adiga2","Hector","Adiga","Hector","Dog 2","Lion 6","Dog","Lion","Adiga-Hector",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"427",452,"Adiga2","Qamar3","Adiga","Qamar","Dog 2","Cheetah 5","Dog","Cheetah","Adiga-Qamar",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Cheetah-Dog","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"428",453,"Adiga2","SaF08_3","Adiga","SaF08","Dog 2","Lion 13","Dog","Lion","Adiga-SaF08",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"429",454,"Adiga2","SaF03_3","Adiga","SaF03","Dog 2","Lion 10","Dog","Lion","Adiga-SaF03",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"430",455,"Adiga2","Buzz","Adiga","Buzz","Dog 2","Lion 1","Dog","Lion","Adiga-Buzz",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"431",456,"Adiga2","Charles","Adiga","Charles","Dog 2","Leopard 2","Dog","Leopard","Adiga-Charles",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Leopard","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"432",457,"Adiga2","Goose3","Adiga","Goose","Dog 2","Leopard 3","Dog","Leopard","Adiga-Goose",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Leopard","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"433",458,"Adiga2","Pride","Adiga","Pride","Dog 2","Lion 9","Dog","Lion","Adiga-Pride",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"434",459,"Bali1","Hector","Bali","Hector","Dog 6","Lion 6","Dog","Lion","Bali-Hector",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"435",460,"Bali1","SaF03_3","Bali","SaF03","Dog 6","Lion 10","Dog","Lion","Bali-SaF03",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"436",461,"Bali1","Buzz","Bali","Buzz","Dog 6","Lion 1","Dog","Lion","Bali-Buzz",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"437",462,"Bali1","Goose3","Bali","Goose","Dog 6","Leopard 3","Dog","Leopard","Bali-Goose",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Leopard","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"438",463,"Bali1","Qamar3","Bali","Qamar","Dog 6","Cheetah 5","Dog","Cheetah","Bali-Qamar",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Cheetah-Dog","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"439",464,"Bali1","Pride","Bali","Pride","Dog 6","Lion 9","Dog","Lion","Bali-Pride",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"440",465,"Bali1","SaF08_3","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0.0854213379272192,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug",2015,0,1,"Hot Dry","Cold Dry",8
"441",466,"Bali1","Charles","Bali","Charles","Dog 6","Leopard 2","Dog","Leopard","Bali-Charles",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Leopard","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"442",467,"Bongwe2","Buzz","Bongwe","Buzz","Dog 8","Lion 1","Dog","Lion","Bongwe-Buzz",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"443",468,"Bongwe2","SaF03_3","Bongwe","SaF03","Dog 8","Lion 10","Dog","Lion","Bongwe-SaF03",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"444",469,"Bongwe2","Charles","Bongwe","Charles","Dog 8","Leopard 2","Dog","Leopard","Bongwe-Charles",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Leopard","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"445",470,"Bongwe2","SaF08_3","Bongwe","SaF08","Dog 8","Lion 13","Dog","Lion","Bongwe-SaF08",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"446",471,"Bongwe2","Qamar3","Bongwe","Qamar","Dog 8","Cheetah 5","Dog","Cheetah","Bongwe-Qamar",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Cheetah-Dog","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"447",472,"Bongwe2","Hector","Bongwe","Hector","Dog 8","Lion 6","Dog","Lion","Bongwe-Hector",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"448",473,"Bongwe2","Goose3","Bongwe","Goose","Dog 8","Leopard 3","Dog","Leopard","Bongwe-Goose",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Leopard","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"449",474,"Bongwe2","Pride","Bongwe","Pride","Dog 8","Lion 9","Dog","Lion","Bongwe-Pride",0,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug",2015,0,0,"Hot Dry","Cold Dry",8
"450",475,"Buzz","Goose3","Buzz","Goose","Lion 1","Leopard 3","Lion","Leopard","Buzz-Goose",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"451",476,"Buzz","Xerxes2","Buzz","Xerxes","Lion 1","Dog 28","Lion","Dog","Buzz-Xerxes",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"452",477,"Buzz","Zulu","Buzz","Zulu","Lion 1","Dog 30","Lion","Dog","Buzz-Zulu",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"453",478,"Buzz","Tangiers","Buzz","Tangiers","Lion 1","Dog 26","Lion","Dog","Buzz-Tangiers",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"454",479,"Buzz","Charles","Buzz","Charles","Lion 1","Leopard 2","Lion","Leopard","Buzz-Charles",0.166517979869633,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep",2015,0.625,1,"Hot Dry","Hot Dry",9
"455",480,"Buzz","Qamar3","Buzz","Qamar","Lion 1","Cheetah 5","Lion","Cheetah","Buzz-Qamar",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Cheetah-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"456",481,"Charles","SaF03_3","Charles","SaF03","Leopard 2","Lion 10","Leopard","Lion","Charles-SaF03",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"457",483,"Charles","Hector","Charles","Hector","Leopard 2","Lion 6","Leopard","Lion","Charles-Hector",0.210089225458935,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep",2015,0.625,1,"Hot Dry","Hot Dry",9
"458",484,"Charles","SaF08_3","Charles","SaF08","Leopard 2","Lion 13","Leopard","Lion","Charles-SaF08",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"459",485,"Charles","Tangiers","Charles","Tangiers","Leopard 2","Dog 26","Leopard","Dog","Charles-Tangiers",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Leopard","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"460",486,"Charles","Xerxes2","Charles","Xerxes","Leopard 2","Dog 28","Leopard","Dog","Charles-Xerxes",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Leopard","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"461",487,"Charles","Zulu","Charles","Zulu","Leopard 2","Dog 30","Leopard","Dog","Charles-Zulu",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Leopard","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"462",488,"Charles","Pride","Charles","Pride","Leopard 2","Lion 9","Leopard","Lion","Charles-Pride",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"463",489,"Goose3","Hector","Goose","Hector","Leopard 3","Lion 6","Leopard","Lion","Goose-Hector",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"464",490,"Goose3","Xerxes2","Goose","Xerxes","Leopard 3","Dog 28","Leopard","Dog","Goose-Xerxes",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Leopard","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"465",491,"Goose3","SaF03_3","Goose","SaF03","Leopard 3","Lion 10","Leopard","Lion","Goose-SaF03",0.0601761650317419,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep",2015,0.625,1,"Hot Dry","Hot Dry",9
"466",492,"Goose3","SaF08_3","Goose","SaF08","Leopard 3","Lion 13","Leopard","Lion","Goose-SaF08",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"467",493,"Goose3","Zulu","Goose","Zulu","Leopard 3","Dog 30","Leopard","Dog","Goose-Zulu",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Leopard","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"468",495,"Goose3","Pride","Goose","Pride","Leopard 3","Lion 9","Leopard","Lion","Goose-Pride",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"469",496,"Goose3","Tangiers","Goose","Tangiers","Leopard 3","Dog 26","Leopard","Dog","Goose-Tangiers",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Leopard","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"470",497,"Hector","Zulu","Hector","Zulu","Lion 6","Dog 30","Lion","Dog","Hector-Zulu",0,2015,6,"2015-06","Dry","2015 Dry 1",1.17,1,-0.28,-0.41,-0.41,0,47.2,218,1104.15,395.7,"Dog-Lion","Jun",2015,6.53571428571429,0,"Cold Dry","Cold Dry",6
"471",498,"Hector","Xerxes2","Hector","Xerxes","Lion 6","Dog 28","Lion","Dog","Hector-Xerxes",0,2015,6,"2015-06","Dry","2015 Dry 1",1.17,1,-0.28,-0.41,-0.41,0,47.2,218,1104.15,395.7,"Dog-Lion","Jun",2015,6.53571428571429,0,"Cold Dry","Cold Dry",6
"472",499,"Hector","Qamar3","Hector","Qamar","Lion 6","Cheetah 5","Lion","Cheetah","Hector-Qamar",0,2015,6,"2015-06","Dry","2015 Dry 1",1.17,1,-0.28,-0.41,-0.41,0,47.2,218,1104.15,395.7,"Cheetah-Lion","Jun",2015,6.53571428571429,0,"Cold Dry","Cold Dry",6
"473",500,"Hector","Tangiers","Hector","Tangiers","Lion 6","Dog 26","Lion","Dog","Hector-Tangiers",0,2015,6,"2015-06","Dry","2015 Dry 1",1.17,1,-0.28,-0.41,-0.41,0,47.2,218,1104.15,395.7,"Dog-Lion","Jun",2015,6.53571428571429,0,"Cold Dry","Cold Dry",6
"474",501,"Pride","Qamar3","Pride","Qamar","Lion 9","Cheetah 5","Lion","Cheetah","Pride-Qamar",0.0595345782185565,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Cheetah-Lion","Sep",2015,0.625,1,"Hot Dry","Hot Dry",9
"475",502,"Pride","Zulu","Pride","Zulu","Lion 9","Dog 30","Lion","Dog","Pride-Zulu",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"476",503,"Pride","Tangiers","Pride","Tangiers","Lion 9","Dog 26","Lion","Dog","Pride-Tangiers",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"477",504,"Pride","Xerxes2","Pride","Xerxes","Lion 9","Dog 28","Lion","Dog","Pride-Xerxes",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"478",505,"Qamar3","Xerxes2","Qamar","Xerxes","Cheetah 5","Dog 28","Cheetah","Dog","Qamar-Xerxes",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Cheetah-Dog","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"479",506,"Qamar3","SaF08_3","Qamar","SaF08","Cheetah 5","Lion 13","Cheetah","Lion","Qamar-SaF08",0.0751681126283823,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Cheetah-Lion","Sep",2015,0.625,1,"Hot Dry","Hot Dry",9
"480",507,"Qamar3","SaF03_3","Qamar","SaF03","Cheetah 5","Lion 10","Cheetah","Lion","Qamar-SaF03",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Cheetah-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"481",508,"Qamar3","Zulu","Qamar","Zulu","Cheetah 5","Dog 30","Cheetah","Dog","Qamar-Zulu",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Cheetah-Dog","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"482",509,"Qamar3","Tangiers","Qamar","Tangiers","Cheetah 5","Dog 26","Cheetah","Dog","Qamar-Tangiers",0,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Cheetah-Dog","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"483",510,"SaF03_3","Zulu","SaF03","Zulu","Lion 10","Dog 30","Lion","Dog","SaF03-Zulu",0,2015,6,"2015-06","Dry","2015 Dry 1",1.17,1,-0.28,-0.41,-0.41,0,47.2,218,1104.15,395.7,"Dog-Lion","Jun",2015,6.53571428571429,0,"Cold Dry","Cold Dry",6
"484",511,"SaF03_3","Tangiers","SaF03","Tangiers","Lion 10","Dog 26","Lion","Dog","SaF03-Tangiers",0,2015,6,"2015-06","Dry","2015 Dry 1",1.17,1,-0.28,-0.41,-0.41,0,47.2,218,1104.15,395.7,"Dog-Lion","Jun",2015,6.53571428571429,0,"Cold Dry","Cold Dry",6
"485",512,"SaF03_3","Xerxes2","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0,2015,6,"2015-06","Dry","2015 Dry 1",1.17,1,-0.28,-0.41,-0.41,0,47.2,218,1104.15,395.7,"Dog-Lion","Jun",2015,6.53571428571429,0,"Cold Dry","Cold Dry",6
"486",513,"SaF08_3","Tangiers","SaF08","Tangiers","Lion 13","Dog 26","Lion","Dog","SaF08-Tangiers",0,2015,6,"2015-06","Dry","2015 Dry 1",1.17,1,-0.28,-0.41,-0.41,0,47.2,218,1104.15,395.7,"Dog-Lion","Jun",2015,6.53571428571429,0,"Cold Dry","Cold Dry",6
"487",514,"SaF08_3","Xerxes2","SaF08","Xerxes","Lion 13","Dog 28","Lion","Dog","SaF08-Xerxes",0,2015,6,"2015-06","Dry","2015 Dry 1",1.17,1,-0.28,-0.41,-0.41,0,47.2,218,1104.15,395.7,"Dog-Lion","Jun",2015,6.53571428571429,0,"Cold Dry","Cold Dry",6
"488",515,"SaF08_3","Zulu","SaF08","Zulu","Lion 13","Dog 30","Lion","Dog","SaF08-Zulu",0,2015,6,"2015-06","Dry","2015 Dry 1",1.17,1,-0.28,-0.41,-0.41,0,47.2,218,1104.15,395.7,"Dog-Lion","Jun",2015,6.53571428571429,0,"Cold Dry","Cold Dry",6
"489",516,"Bali1","Charles","Bali","Charles","Dog 6","Leopard 2","Dog","Leopard","Bali-Charles",0,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Leopard","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"490",517,"Bali1","SaF08_3","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0.0785749708394341,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep",2015,0.625,1,"Hot Dry","Hot Dry",9
"491",518,"Bali1","Pride","Bali","Pride","Dog 6","Lion 9","Dog","Lion","Bali-Pride",0,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"492",519,"Bali1","SaF03_3","Bali","SaF03","Dog 6","Lion 10","Dog","Lion","Bali-SaF03",0,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"493",520,"Bali1","Qamar3","Bali","Qamar","Dog 6","Cheetah 5","Dog","Cheetah","Bali-Qamar",0,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Cheetah-Dog","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"494",521,"Bali1","Goose3","Bali","Goose","Dog 6","Leopard 3","Dog","Leopard","Bali-Goose",0,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Leopard","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"495",522,"Bali1","Hector","Bali","Hector","Dog 6","Lion 6","Dog","Lion","Bali-Hector",0,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"496",523,"Bali1","Buzz","Bali","Buzz","Dog 6","Lion 1","Dog","Lion","Bali-Buzz",0,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"497",524,"Bongwe2","Goose3","Bongwe","Goose","Dog 8","Leopard 3","Dog","Leopard","Bongwe-Goose",0,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Leopard","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
"498",525,"Bongwe2","SaF08_3","Bongwe","SaF08","Dog 8","Lion 13","Dog","Lion","Bongwe-SaF08",0,2015,9,"2015-09","Dry","2015 Dry 2",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep",2015,0.625,0,"Hot Dry","Hot Dry",9
