"","Var1","Var2","id_1","id_2","name_1","name_2","Species_1","Species_2","dyad_id","overlap","year","Month","YearMon","season","label","monthly_spi","threemonth_spi","sixmonth_spi","prevyear_spi","twoyearlag_spi","prcp_monthly","prcp_threemonth","prcp_sixmonth","prcp_twoyear","prcp_annual","dyad_species","Month_categorical","Year_categorical","average_rainfall","threeseason","fourseason","Month_factor"
"166","Adiga2","SaF08_2","Adiga","SaF08","Dog 2","Lion 13","Dog","Lion","Adiga-SaF08",0.0178381130067962,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,"Hot Dry","Hot Dry","9"
"167","Bali3","Envy1","Bali","Envy","Dog 6","Lion 5","Dog","Lion","Bali-Envy",0.31545825616189,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,"Hot Dry","Hot Dry","9"
"168","Bali3","Stumpy","Bali","Stumpy","Dog 6","Lion 14","Dog","Lion","Bali-Stumpy",0.283216452018014,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,"Hot Dry","Hot Dry","9"
"169","Bali3","SaF08_2","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0.405363712829741,2014,9,"2014-09","Dry","2014 Dry 2",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,"Hot Dry","Hot Dry","9"
"170","SaF03_3","Xerxes1","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.16818954653902,2014,8,"2014-08","Dry","2014 Dry 2",0,1.17,0.77,0.88,0.88,0,0,155.5,1058.9,708.45,"Dog-Lion","Aug","2014",0,"Hot Dry","Cold Dry","8"
"171","SaF08_2","Xerxes1","SaF08","Xerxes","Lion 13","Dog 28","Lion","Dog","SaF08-Xerxes",0.0169564583569292,2014,8,"2014-08","Dry","2014 Dry 2",0,1.17,0.77,0.88,0.88,0,0,155.5,1058.9,708.45,"Dog-Lion","Aug","2014",0,"Hot Dry","Cold Dry","8"
"172","Stumpy","Xerxes1","Stumpy","Xerxes","Lion 14","Dog 28","Lion","Dog","Stumpy-Xerxes",0.012121341463936,2014,7,"2014-07","Dry","2014 Dry 2",0,0.7,0.55,0.88,0.88,0,0,246.25,1058.9,708.45,"Dog-Lion","Jul","2014",0,"Cold Dry","Cold Dry","7"
"173","Adiga2","Stumpy","Adiga","Stumpy","Dog 2","Lion 14","Dog","Lion","Adiga-Stumpy",0.00544146262908376,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,"Hot Dry","Hot Dry","10"
"174","Adiga2","Envy1","Adiga","Envy","Dog 2","Lion 5","Dog","Lion","Adiga-Envy",0.0297078657707799,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,"Hot Dry","Hot Dry","10"
"175","Bali3","SaF08_2","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0.230681791758808,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,"Hot Dry","Hot Dry","10"
"176","Bali3","Envy1","Bali","Envy","Dog 6","Lion 5","Dog","Lion","Bali-Envy",0.122534390293298,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,"Hot Dry","Hot Dry","10"
"177","Bali3","Stumpy","Bali","Stumpy","Dog 6","Lion 14","Dog","Lion","Bali-Stumpy",0.397543291462765,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,"Hot Dry","Hot Dry","10"
"178","Envy1","Tangiers","Envy","Tangiers","Lion 5","Dog 26","Lion","Dog","Envy-Tangiers",0.00753947359538373,2014,10,"2014-10","Dry","2014 Dry 3",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,"Hot Dry","Hot Dry","10"
"179","SaF03_3","Xerxes1","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.0744028168190283,2014,9,"2014-09","Dry","2014 Dry 3",0.91,0.91,-0.14,0.88,0.88,0,0,11.0000000000001,1058.9,708.45,"Dog-Lion","Sep","2014",0.625,"Hot Dry","Hot Dry","9"
"180","Stumpy","Xerxes1","Stumpy","Xerxes","Lion 14","Dog 28","Lion","Dog","Stumpy-Xerxes",0.00603829827245675,2014,8,"2014-08","Dry","2014 Dry 3",0,1.17,0.77,0.88,0.88,0,0,155.5,1058.9,708.45,"Dog-Lion","Aug","2014",0,"Hot Dry","Cold Dry","8"
"181","SaF03_3","Xerxes1","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.0328269746218103,2014,10,"2014-10","Dry","2014 Dry 4",-0.8,-0.91,-1.03,0.76,0.88,0,0,5.6843418860808e-14,1052.4,706.45,"Dog-Lion","Oct","2014",12.125,"Hot Dry","Hot Dry","10"
"182","Adiga2","Chloe2","Adiga","Chloe","Dog 2","Lion 3","Dog","Lion","Adiga-Chloe",0.00579315942702033,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.76,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,"Wet","Hot Wet","12"
"183","Adiga2","Envy2","Adiga","Envy","Dog 2","Lion 5","Dog","Lion","Adiga-Envy",0.0400691902882084,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.76,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,"Wet","Hot Wet","12"
"184","Bali1","Envy2","Bali","Envy","Dog 6","Lion 5","Dog","Lion","Bali-Envy",0.0891968451129793,2015,3,"2015-03","Wet","2015 Wet 1",0.63,-0.48,-0.56,-0.58,0.7,106.5,170.8,348.5,1056.95,359.5,"Dog-Lion","Mar","2015",94.0271428571429,"Wet","Cold Wet","3"
"185","Bali1","SaF03_3","Bali","SaF03","Dog 6","Lion 10","Dog","Lion","Bali-SaF03",0.144027792423468,2015,3,"2015-03","Wet","2015 Wet 1",0.63,-0.48,-0.56,-0.58,0.7,106.5,170.8,348.5,1056.95,359.5,"Dog-Lion","Mar","2015",94.0271428571429,"Wet","Cold Wet","3"
"186","Bali1","Chloe2","Bali","Chloe","Dog 6","Lion 3","Dog","Lion","Bali-Chloe",0.231646074771573,2015,3,"2015-03","Wet","2015 Wet 1",0.63,-0.48,-0.56,-0.58,0.7,106.5,170.8,348.5,1056.95,359.5,"Dog-Lion","Mar","2015",94.0271428571429,"Wet","Cold Wet","3"
"187","Bali1","SaF08_3","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0.463855504636829,2015,3,"2015-03","Wet","2015 Wet 1",0.63,-0.48,-0.56,-0.58,0.7,106.5,170.8,348.5,1056.95,359.5,"Dog-Lion","Mar","2015",94.0271428571429,"Wet","Cold Wet","3"
"188","Chloe2","Lupe","Chloe","Lupe","Lion 3","Dog 19","Lion","Dog","Chloe-Lupe",0.017486098369269,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.62,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,"Wet","Hot Wet","12"
"189","Chloe2","Xerxes1","Chloe","Xerxes","Lion 3","Dog 28","Lion","Dog","Chloe-Xerxes",0.192396431214286,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.62,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,"Wet","Hot Wet","12"
"190","Lupe","SaF08_3","Lupe","SaF08","Dog 19","Lion 13","Dog","Lion","Lupe-SaF08",0.0606175375008148,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.76,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,"Wet","Hot Wet","12"
"191","Lupe","SaF03_3","Lupe","SaF03","Dog 19","Lion 10","Dog","Lion","Lupe-SaF03",0.311630286771861,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.76,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,"Wet","Hot Wet","12"
"192","SaF03_3","Xerxes1","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.304985140631699,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.62,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,"Wet","Hot Wet","12"
"193","SaF08_3","Xerxes1","SaF08","Xerxes","Lion 13","Dog 28","Lion","Dog","SaF08-Xerxes",0.18478726348845,2014,12,"2014-12","Wet","2015 Wet 1",0.94,0.34,0.33,0.7,0.62,153.8,177.7,177.7,1131.85,657.7,"Dog-Lion","Dec","2014",126.070769230769,"Wet","Hot Wet","12"
"194","Adiga2","Chloe2","Adiga","Chloe","Dog 2","Lion 3","Dog","Lion","Adiga-Chloe",0.0404293776973788,2015,1,"2015-01","Wet","2015 Wet 2",-0.92,-0.38,-0.49,0,0.7,47.3,225,225,960.15,471.25,"Dog-Lion","Jan","2015",138.971428571429,"Wet","Hot Wet","1"
"195","Adiga2","Envy2","Adiga","Envy","Dog 2","Lion 5","Dog","Lion","Adiga-Envy",0.163166162843937,2015,1,"2015-01","Wet","2015 Wet 2",-0.92,-0.38,-0.49,0,0.7,47.3,225,225,960.15,471.25,"Dog-Lion","Jan","2015",138.971428571429,"Wet","Hot Wet","1"
"196","Adiga2","SaF08_3","Adiga","SaF08","Dog 2","Lion 13","Dog","Lion","Adiga-SaF08",0.0680643715670343,2015,1,"2015-01","Wet","2015 Wet 2",-0.92,-0.38,-0.49,0,0.7,47.3,225,225,960.15,471.25,"Dog-Lion","Jan","2015",138.971428571429,"Wet","Hot Wet","1"
"197","Bali1","Envy2","Bali","Envy","Dog 6","Lion 5","Dog","Lion","Bali-Envy",0.245655229270461,2015,3,"2015-03","Wet","2015 Wet 2",0.63,-0.48,-0.56,-0.58,-0.36,106.5,170.8,348.5,1056.95,359.5,"Dog-Lion","Mar","2015",94.0271428571429,"Wet","Cold Wet","3"
"198","Bali1","SaF03_3","Bali","SaF03","Dog 6","Lion 10","Dog","Lion","Bali-SaF03",0.0270204876213538,2015,3,"2015-03","Wet","2015 Wet 2",0.63,-0.48,-0.56,-0.58,-0.36,106.5,170.8,348.5,1056.95,359.5,"Dog-Lion","Mar","2015",94.0271428571429,"Wet","Cold Wet","3"
"199","Bali1","Chloe2","Bali","Chloe","Dog 6","Lion 3","Dog","Lion","Bali-Chloe",0.105183671230418,2015,3,"2015-03","Wet","2015 Wet 2",0.63,-0.48,-0.56,-0.58,-0.36,106.5,170.8,348.5,1056.95,359.5,"Dog-Lion","Mar","2015",94.0271428571429,"Wet","Cold Wet","3"
"200","Bali1","SaF08_3","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0.439918927236657,2015,3,"2015-03","Wet","2015 Wet 2",0.63,-0.48,-0.56,-0.58,-0.36,106.5,170.8,348.5,1056.95,359.5,"Dog-Lion","Mar","2015",94.0271428571429,"Wet","Cold Wet","3"
"201","Lupe","SaF08_3","Lupe","SaF08","Dog 19","Lion 13","Dog","Lion","Lupe-SaF08",0.319439692036691,2015,1,"2015-01","Wet","2015 Wet 2",-0.92,-0.38,-0.49,0,0.7,47.3,225,225,960.15,471.25,"Dog-Lion","Jan","2015",138.971428571429,"Wet","Hot Wet","1"
"202","Lupe","SaF03_3","Lupe","SaF03","Dog 19","Lion 10","Dog","Lion","Lupe-SaF03",0.0313758702515193,2015,1,"2015-01","Wet","2015 Wet 2",-0.92,-0.38,-0.49,0,0.7,47.3,225,225,960.15,471.25,"Dog-Lion","Jan","2015",138.971428571429,"Wet","Hot Wet","1"
"203","SaF03_3","Xerxes1","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.409438298947838,2015,1,"2015-01","Wet","2015 Wet 2",-0.92,-0.38,-0.49,0,0.7,47.3,225,225,960.15,471.25,"Dog-Lion","Jan","2015",138.971428571429,"Wet","Hot Wet","1"
"204","SaF08_3","Xerxes1","SaF08","Xerxes","Lion 13","Dog 28","Lion","Dog","SaF08-Xerxes",0.122077709043466,2015,1,"2015-01","Wet","2015 Wet 2",-0.92,-0.38,-0.49,0,0.7,47.3,225,225,960.15,471.25,"Dog-Lion","Jan","2015",138.971428571429,"Wet","Hot Wet","1"
"205","Adiga2","Envy2","Adiga","Envy","Dog 2","Lion 5","Dog","Lion","Adiga-Envy",0.0698371649614784,2015,2,"2015-02","Wet","2015 Wet 3",-0.95,-0.69,-0.86,-0.36,0,17,218.1,242,959.45,397.5,"Dog-Lion","Feb","2015",97.4785714285714,"Wet","Hot Wet","2"
"206","Adiga2","Chloe2","Adiga","Chloe","Dog 2","Lion 3","Dog","Lion","Adiga-Chloe",0.0528312252784042,2015,2,"2015-02","Wet","2015 Wet 3",-0.95,-0.69,-0.86,-0.36,0,17,218.1,242,959.45,397.5,"Dog-Lion","Feb","2015",97.4785714285714,"Wet","Hot Wet","2"
"207","Bali1","SaF03_3","Bali","SaF03","Dog 6","Lion 10","Dog","Lion","Bali-SaF03",0.168301721193058,2015,4,"2015-04","Wet","2015 Wet 3",1.18,0.1,-0.33,-0.41,-0.58,47.2,170.7,395.7,1104.15,395.7,"Dog-Lion","Apr","2015",30.75,"Cold Dry","Cold Wet","4"
"208","Bali1","Chloe2","Bali","Chloe","Dog 6","Lion 3","Dog","Lion","Bali-Chloe",0.154282810271033,2015,4,"2015-04","Wet","2015 Wet 3",1.18,0.1,-0.33,-0.41,-0.58,47.2,170.7,395.7,1104.15,395.7,"Dog-Lion","Apr","2015",30.75,"Cold Dry","Cold Wet","4"
"209","Bali1","Envy2","Bali","Envy","Dog 6","Lion 5","Dog","Lion","Bali-Envy",0.256365408424367,2015,4,"2015-04","Wet","2015 Wet 3",1.18,0.1,-0.33,-0.41,-0.58,47.2,170.7,395.7,1104.15,395.7,"Dog-Lion","Apr","2015",30.75,"Cold Dry","Cold Wet","4"
"210","Bali1","SaF08_3","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0.333552089355315,2015,4,"2015-04","Wet","2015 Wet 3",1.18,0.1,-0.33,-0.41,-0.58,47.2,170.7,395.7,1104.15,395.7,"Dog-Lion","Apr","2015",30.75,"Cold Dry","Cold Wet","4"
"211","SaF03_3","Xerxes1","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.125160850917769,2015,2,"2015-02","Wet","2015 Wet 3",-0.95,-0.69,-0.86,-0.36,0,17,218.1,242,959.45,397.5,"Dog-Lion","Feb","2015",97.4785714285714,"Wet","Hot Wet","2"
"212","Adiga2","Envy2","Adiga","Envy","Dog 2","Lion 5","Dog","Lion","Adiga-Envy",0.342978056398099,2015,3,"2015-03","Wet","2015 Wet 4",0.63,-0.48,-0.56,-0.58,-0.36,106.5,170.8,348.5,1056.95,359.5,"Dog-Lion","Mar","2015",94.0271428571429,"Wet","Cold Wet","3"
"213","Adiga2","SaF08_3","Adiga","SaF08","Dog 2","Lion 13","Dog","Lion","Adiga-SaF08",0.0982097154093163,2015,3,"2015-03","Wet","2015 Wet 4",0.63,-0.48,-0.56,-0.58,-0.36,106.5,170.8,348.5,1056.95,359.5,"Dog-Lion","Mar","2015",94.0271428571429,"Wet","Cold Wet","3"
"214","SaF08_3","Xerxes1","SaF08","Xerxes","Lion 13","Dog 28","Lion","Dog","SaF08-Xerxes",0.0456226346728002,2015,3,"2015-03","Wet","2015 Wet 4",0.63,-0.48,-0.56,-0.58,-0.36,106.5,170.8,348.5,1056.95,359.5,"Dog-Lion","Mar","2015",94.0271428571429,"Wet","Cold Wet","3"
"215","Adiga2","Envy2","Adiga","Envy","Dog 2","Lion 5","Dog","Lion","Adiga-Envy",0.0656842842306967,2015,4,"2015-04","Wet","2015 Wet 5",1.18,0.1,-0.33,-0.41,-0.58,47.2,170.7,395.7,1104.15,395.7,"Dog-Lion","Apr","2015",30.75,"Cold Dry","Cold Wet","4"
"216","Adiga2","SaF08_3","Adiga","SaF08","Dog 2","Lion 13","Dog","Lion","Adiga-SaF08",0.0581360393861831,2015,4,"2015-04","Wet","2015 Wet 5",1.18,0.1,-0.33,-0.41,-0.58,47.2,170.7,395.7,1104.15,395.7,"Dog-Lion","Apr","2015",30.75,"Cold Dry","Cold Wet","4"
"217","SaF03_3","Xerxes1","SaF03","Xerxes","Lion 10","Dog 28","Lion","Dog","SaF03-Xerxes",0.31234315209796,2015,4,"2015-04","Wet","2015 Wet 5",1.18,0.1,-0.33,-0.41,-0.58,47.2,170.7,395.7,1104.15,395.7,"Dog-Lion","Apr","2015",30.75,"Cold Dry","Cold Wet","4"
"218","Adiga2","Hector","Adiga","Hector","Dog 2","Lion 6","Dog","Lion","Adiga-Hector",0.0278660309574831,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug","2015",0,"Hot Dry","Cold Dry","8"
"219","Adiga2","Qamar3","Adiga","Qamar","Dog 2","Cheetah 5","Dog","Cheetah","Adiga-Qamar",0.0064270703259775,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Cheetah-Dog","Aug","2015",0,"Hot Dry","Cold Dry","8"
"220","Adiga2","Pride","Adiga","Pride","Dog 2","Lion 9","Dog","Lion","Adiga-Pride",0.0056508873392189,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug","2015",0,"Hot Dry","Cold Dry","8"
"221","Bali1","Hector","Bali","Hector","Dog 6","Lion 6","Dog","Lion","Bali-Hector",0.00584101523786346,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug","2015",0,"Hot Dry","Cold Dry","8"
"222","Bali1","SaF03_3","Bali","SaF03","Dog 6","Lion 10","Dog","Lion","Bali-SaF03",0.0275624316486469,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug","2015",0,"Hot Dry","Cold Dry","8"
"223","Bali1","Qamar3","Bali","Qamar","Dog 6","Cheetah 5","Dog","Cheetah","Bali-Qamar",0.255114877951916,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Cheetah-Dog","Aug","2015",0,"Hot Dry","Cold Dry","8"
"224","Bali1","Pride","Bali","Pride","Dog 6","Lion 9","Dog","Lion","Bali-Pride",0.122466832894789,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug","2015",0,"Hot Dry","Cold Dry","8"
"225","Bali1","SaF08_3","Bali","SaF08","Dog 6","Lion 13","Dog","Lion","Bali-SaF08",0.536627779778632,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug","2015",0,"Hot Dry","Cold Dry","8"
"226","Bongwe2","Buzz","Bongwe","Buzz","Dog 8","Lion 1","Dog","Lion","Bongwe-Buzz",0.11846713319072,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug","2015",0,"Hot Dry","Cold Dry","8"
"227","Bongwe2","SaF03_3","Bongwe","SaF03","Dog 8","Lion 10","Dog","Lion","Bongwe-SaF03",0.00967922804498437,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Lion","Aug","2015",0,"Hot Dry","Cold Dry","8"
"228","Bongwe2","Charles","Bongwe","Charles","Dog 8","Leopard 2","Dog","Leopard","Bongwe-Charles",0.0132596082384197,2015,8,"2015-08","Dry","2015 Dry 1",0,1.17,0.76,-0.41,-0.41,0,-1.4210854715202e-14,153.7,1104.15,395.7,"Dog-Leopard","Aug","2015",0,"Hot Dry","Cold Dry","8"
"229","Buzz","Goose3","Buzz","Goose","Lion 1","Leopard 3","Lion","Leopard","Buzz-Goose",0.0522431860088323,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"230","Buzz","Xerxes2","Buzz","Xerxes","Lion 1","Dog 28","Lion","Dog","Buzz-Xerxes",0.0392670933632059,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"231","Buzz","Zulu","Buzz","Zulu","Lion 1","Dog 30","Lion","Dog","Buzz-Zulu",0.016490722463013,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"232","Buzz","Charles","Buzz","Charles","Lion 1","Leopard 2","Lion","Leopard","Buzz-Charles",0.41497846214529,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"233","Charles","SaF03_3","Charles","SaF03","Leopard 2","Lion 10","Leopard","Lion","Charles-SaF03",0.169597645485205,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"234","Charles","Qamar3","Charles","Qamar","Leopard 2","Cheetah 5","Leopard","Cheetah","Charles-Qamar",0.0986475826904638,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Cheetah-Leopard","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"235","Charles","Hector","Charles","Hector","Leopard 2","Lion 6","Leopard","Lion","Charles-Hector",0.414951804628102,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"236","Charles","SaF08_3","Charles","SaF08","Leopard 2","Lion 13","Leopard","Lion","Charles-SaF08",0.0851953283187706,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"237","Goose3","Hector","Goose","Hector","Leopard 3","Lion 6","Leopard","Lion","Goose-Hector",0.288408896174643,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"238","Goose3","Xerxes2","Goose","Xerxes","Leopard 3","Dog 28","Leopard","Dog","Goose-Xerxes",0.0111399239633247,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Dog-Leopard","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"239","Goose3","SaF03_3","Goose","SaF03","Leopard 3","Lion 10","Leopard","Lion","Goose-SaF03",0.2313585114966,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"240","Goose3","SaF08_3","Goose","SaF08","Leopard 3","Lion 13","Leopard","Lion","Goose-SaF08",0.0256383100689015,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Leopard-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"241","Goose3","Qamar3","Goose","Qamar","Leopard 3","Cheetah 5","Leopard","Cheetah","Goose-Qamar",0.0513965758714408,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Cheetah-Leopard","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"242","Hector","Xerxes2","Hector","Xerxes","Lion 6","Dog 28","Lion","Dog","Hector-Xerxes",0.00875942296124062,2015,6,"2015-06","Dry","2015 Dry 1",1.17,1,-0.28,-0.41,-0.41,0,47.2,218,1104.15,395.7,"Dog-Lion","Jun","2015",6.53571428571429,"Cold Dry","Cold Dry","6"
"243","Hector","Qamar3","Hector","Qamar","Lion 6","Cheetah 5","Lion","Cheetah","Hector-Qamar",0.143883263369882,2015,6,"2015-06","Dry","2015 Dry 1",1.17,1,-0.28,-0.41,-0.41,0,47.2,218,1104.15,395.7,"Cheetah-Lion","Jun","2015",6.53571428571429,"Cold Dry","Cold Dry","6"
"244","Pride","Qamar3","Pride","Qamar","Lion 9","Cheetah 5","Lion","Cheetah","Pride-Qamar",0.334838440838797,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Cheetah-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"245","Qamar3","SaF08_3","Qamar","SaF08","Cheetah 5","Lion 13","Cheetah","Lion","Qamar-SaF08",0.43539486327135,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Cheetah-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
"246","Qamar3","SaF03_3","Qamar","SaF03","Cheetah 5","Lion 10","Cheetah","Lion","Qamar-SaF03",0.0316611542352326,2015,9,"2015-09","Dry","2015 Dry 1",0.93,0.93,0.99,-0.41,-0.41,0.75,0.749999999999986,47.95,1104.9,396.45,"Cheetah-Lion","Sep","2015",0.625,"Hot Dry","Hot Dry","9"
